no_atbat,no_hits,no_home,no_runs,no_rbi,no_bb,yr_major,cr_atbat,cr_hits,cr_home,cr_runs,cr_rbi,cr_bb,no_outs,no_assts,no_error,logsalar,league_American,league_National,division_East,division_West,team_Atlanta,team_Baltimore,team_Boston,team_California,team_Chicago,team_Cincinnati,team_Cleveland,team_Detroit,team_Houston,team_KansasCity,team_LosAngeles,team_Milwaukee,team_Minneapolis,team_Montreal,team_NewYork,team_Oakland,team_Philadelphia,team_Pittsburgh,team_SanDiego,team_SanFrancisco,team_Seattle,team_StLouis,team_Texas,team_Toronto,position_1B,position_2B,position_3B,position_C,position_CF,position_DH,position_LF,position_OF,position_RF,position_SS,position_UT
284,64,14,30,42,24,18,7023,1925,348,986,1239,666,96,4,4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
596,171,34,91,108,52,6,2862,728,107,361,401,224,118,334,21,6.8023947633,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
472,118,12,63,54,30,4,793,187,14,102,80,50,228,377,26,5.0434251169,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
283,77,14,45,47,26,16,6840,1910,259,915,1067,546,144,6,5,6.551080335,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
408,94,4,42,36,66,9,3573,866,59,429,365,410,282,487,19,6.2822667469,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
327,85,3,30,44,20,8,2140,568,16,216,208,93,91,185,12,5.8930244743,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
370,96,21,49,46,60,15,6986,1972,231,1070,955,921,137,5,9,6.5975998961,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
354,77,16,36,55,41,20,8716,2172,384,1172,1267,1057,83,174,16,5.2983173665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
539,139,5,93,58,69,5,1469,369,12,247,126,198,462,9,7,5.9914645471,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
340,84,11,62,33,47,5,1516,376,42,284,141,219,185,8,4,5.9914645471,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,126,2,42,44,35,11,5562,1578,44,703,519,256,207,358,20,6.6032660882,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315,59,16,45,36,58,13,4677,1051,268,681,782,697,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,78,13,37,51,29,5,1649,453,73,211,280,138,670,57,5,6.2146080984,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
380,120,5,54,51,31,8,3118,900,92,444,419,240,237,8,1,6.3969296552,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
584,158,15,70,84,42,5,2358,636,58,265,316,134,331,20,4,6.4960205579,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
570,169,21,72,88,38,7,3754,1077,140,492,589,263,295,15,5,6.8564619846,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306,104,14,50,58,25,7,2954,822,55,313,377,187,116,222,15,6.6200732065,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220,54,10,30,39,31,5,1185,299,40,145,154,128,50,136,20,5.695414225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
278,70,7,22,37,18,18,7186,2081,190,935,1088,643,0,0,0,5.7838251823,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
445,99,1,46,24,29,4,618,129,1,72,31,48,278,415,16,4.4716387934,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143,39,5,18,30,15,9,639,151,16,80,97,61,138,15,1,5.1647859739,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
185,40,4,23,11,18,3,524,125,7,58,37,47,97,2,2,4.4998096703,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
589,170,40,107,108,69,6,2325,634,128,371,376,238,368,20,3,7.1208484944,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
343,103,6,48,36,40,15,4338,1193,70,581,421,325,211,56,13,6.0637852087,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,69,1,33,18,25,5,1407,361,6,139,98,111,122,140,5,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
438,103,2,65,32,71,2,440,103,2,67,32,71,276,7,9,4.605170186,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600,144,33,85,117,65,2,696,173,38,101,130,69,319,4,14,5.1059454739,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
663,200,29,108,121,32,4,1447,404,57,210,222,68,241,8,6,5.5214609179,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,55,9,34,23,45,12,4405,1213,194,702,705,625,623,35,3,7.1701195434,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
479,133,10,48,72,55,17,7472,2147,153,980,1032,854,237,5,4,6.650709745,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
209,45,0,38,19,42,10,3859,916,23,557,279,478,132,205,5,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
528,132,21,61,74,41,6,2641,671,97,273,383,226,885,105,8,6.9160537512,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
160,39,8,18,31,22,14,2128,543,56,304,268,298,33,3,0,5.6167710977,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
599,183,10,80,74,32,5,2482,715,27,330,326,158,231,374,18,6.6528630294,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
497,136,7,58,38,26,11,3871,1066,40,450,367,241,304,347,10,6.7452363495,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210,70,13,32,51,28,15,4040,1130,97,544,462,551,0,0,0,5.8998973536,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
225,61,5,32,26,26,11,1568,408,25,202,185,257,132,9,0,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,41,4,26,21,19,2,288,68,9,45,39,35,28,56,2,4.5538768916,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
278,86,4,33,38,45,1,278,86,4,33,38,45,102,4,2,4.7004803658,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
341,95,6,48,42,20,10,2964,808,81,379,428,221,158,4,5,4.605170186,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
537,147,23,58,88,47,10,2744,730,97,302,351,174,92,257,20,5.6258209332,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
399,102,3,56,34,34,5,670,167,4,89,48,54,211,9,3,4.3820266347,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
309,94,5,37,32,26,13,4618,1330,57,616,522,436,161,3,3,6.3969296552,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
401,100,2,60,19,28,4,876,238,2,126,44,55,193,11,4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
336,93,9,35,46,23,15,5779,1610,128,730,741,497,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
616,163,27,83,107,32,3,1437,377,65,181,227,82,110,308,15,5.2983173665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219,47,8,24,26,17,12,1188,286,23,100,125,63,260,58,4,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
579,174,7,67,78,58,6,3053,880,32,366,337,218,280,479,5,6.4876840185,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
165,39,2,13,9,16,3,196,44,2,18,10,18,332,19,2,4.3174881135,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
618,200,20,98,110,62,13,7127,2163,351,1104,1289,564,330,16,8,7.7884188332,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257,66,5,31,26,32,14,3910,979,33,518,324,382,87,166,14,5.5214609179,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,76,13,35,60,25,3,630,151,24,68,94,55,498,39,13,5.0434251169,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
591,157,16,90,78,26,4,2020,541,52,310,226,91,290,440,25,6.4614681764,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
404,92,11,54,49,18,6,1354,325,30,188,135,63,222,5,5,5.7037824747,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
315,73,5,23,37,16,4,450,108,6,38,46,28,227,15,3,4.7004803658,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249,69,6,32,19,20,4,702,209,10,97,48,44,103,8,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
429,91,12,41,42,57,13,5590,1397,83,578,579,644,686,46,4,6.7153833863,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
212,54,13,28,44,18,2,233,59,13,31,46,20,243,23,5,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
453,101,3,46,43,61,3,948,218,6,96,72,91,249,444,16,5.2729995586,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
161,43,4,17,26,22,3,707,179,21,77,99,76,300,12,2,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,47,5,20,28,18,11,3327,890,74,419,382,304,49,2,0,6.1092475828,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
591,184,20,83,79,38,5,1689,462,40,219,195,82,303,12,5,6.4457198194,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,58,6,34,23,22,1,181,58,6,34,23,22,88,0,3,4.4601444139,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
441,118,28,84,86,68,8,2723,750,126,433,420,309,190,2,2,7.1701195434,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
490,150,21,69,58,35,14,6126,1839,121,983,707,600,96,5,3,6.907755279,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
551,171,13,94,83,94,13,6090,1840,128,969,900,917,1199,149,5,7.4955419439,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
550,147,29,85,91,71,6,2816,815,117,405,474,319,1218,104,10,7.1777824162,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
283,74,4,34,29,22,10,3919,1062,85,505,456,283,145,5,7,6.6032660882,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
560,161,26,89,96,66,4,1789,470,65,233,260,155,332,9,8,6.4377516497,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
328,91,12,51,43,33,2,342,94,12,51,44,33,145,59,8,4.8283137373,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
586,159,12,72,79,53,9,3082,880,83,363,477,295,181,13,4,6.9501756754,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
503,136,5,62,48,83,10,3423,970,20,408,303,414,65,258,8,6.5861716549,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
344,85,24,69,64,88,7,911,214,64,150,156,187,0,0,0,5.7037824747,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
680,223,31,119,96,34,3,1928,587,35,262,201,91,429,8,6,5.8998973536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
279,64,0,31,26,30,1,279,64,0,31,26,30,107,205,16,4.3174881135,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,127,20,66,65,67,7,3006,844,116,436,458,377,1231,80,7,7.0760903121,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
431,127,8,77,45,58,2,667,187,9,117,64,88,283,8,3,5.3107398865,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
283,70,8,33,37,27,12,4479,1222,94,557,483,307,156,2,2,5.4161004022,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
491,141,11,77,47,37,15,4291,1240,84,615,430,340,239,8,2,6.2633982626,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,52,9,26,28,21,6,805,191,30,113,119,87,235,22,5,5.579729826,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
589,149,21,89,86,64,7,3558,928,102,513,471,351,371,6,6,6.6688633707,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
327,84,22,53,62,38,10,4273,1123,212,577,700,334,483,48,6,6.6846117277,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
464,128,28,67,94,52,13,5829,1552,210,740,840,452,0,0,0,6.375876246,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
166,34,0,20,13,17,1,166,34,0,20,13,17,64,119,9,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
338,92,18,42,60,21,3,682,185,36,88,112,50,0,0,0,4.9767337424,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
508,146,8,80,44,46,9,3148,915,41,571,289,326,245,5,9,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
584,157,20,95,73,63,10,4704,1320,93,724,522,576,276,421,11,6.0402547113,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
216,54,2,27,25,33,1,216,54,2,27,25,33,317,36,1,4.3174881135,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
625,179,4,94,60,65,5,1696,476,12,216,163,166,303,450,14,6.3543700408,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243,53,4,18,26,27,4,853,228,23,101,110,76,107,3,3,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
489,131,19,77,55,34,7,2051,549,62,300,263,153,310,9,9,6.6592939197,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209,56,12,22,36,19,2,216,58,12,24,37,19,201,6,3,4.4998096703,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
407,93,8,47,30,30,2,969,230,14,121,69,68,172,317,25,5.0106352941,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
490,148,14,64,78,49,13,3400,1000,113,445,491,301,0,0,0,6.551080335,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
209,59,6,20,37,27,4,884,209,14,66,106,92,415,35,3,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,131,18,68,77,33,6,1416,398,47,210,203,136,233,7,7,6.3099182782,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
317,88,3,40,32,19,8,2543,715,28,269,270,118,220,16,4,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,65,8,30,36,27,9,2815,698,55,315,325,189,259,30,10,6.4769723629,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
209,54,3,25,14,12,1,209,54,3,25,14,12,102,6,3,4.2195077052,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303,71,3,18,30,36,3,344,76,3,20,36,45,468,47,6,4.605170186,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
330,77,19,47,53,27,6,1928,516,90,247,288,161,149,8,6,6.5072777124,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
504,120,28,71,71,54,3,1085,259,54,150,167,114,103,283,19,5.1647859739,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
258,60,8,28,33,18,3,638,170,17,80,75,36,358,32,8,4.9199809258,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
552,160,37,97,119,89,15,7292,1954,495,1347,1392,1354,78,220,6,7.6626243615,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
374,94,5,36,26,62,7,1968,519,26,181,199,288,756,64,15,6.7742238864,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
211,43,10,26,35,39,3,498,116,14,59,55,78,463,32,8,4.7874917428,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
299,75,6,38,23,26,3,580,160,8,71,33,44,212,1,2,4.9416424226,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
576,167,8,89,49,57,4,822,232,19,132,83,79,325,12,8,5.3471075307,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
381,110,9,61,45,32,7,3015,834,40,451,249,168,228,7,5,6.6846117277,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
288,76,7,34,37,15,4,1644,408,16,198,120,113,203,3,3,5.4806389233,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
369,93,9,43,42,49,5,1258,323,54,181,177,157,149,1,6,5.8579331545,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330,76,12,35,41,47,4,1367,326,55,167,198,167,512,30,5,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
547,137,2,58,47,12,2,1038,271,3,129,80,24,261,459,22,5.1647859739,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
572,152,18,105,49,65,2,978,249,36,168,91,101,325,13,3,5.2983173665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
359,84,4,46,27,21,12,4992,1257,37,699,386,387,151,8,5,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
514,144,0,67,54,79,9,4739,1169,13,583,374,528,229,453,15,7.5704432521,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
