NoPaymentDue,Enlisted,Enrolled,Units,Disabled,Unemployed,Region,Marital_Status,Gender,Longest_Absence_From_School,Filed_For_Bankruptcy,LongTermPlanningScore,DecisionStyle,PowerOrientedScore,CommunityOrientedScore,Parent_Education_Level,Credit_Score_Raw,Credit_Score_AgeAdj,Loan_Amount,HS_Math,HS_Science,HS_English,Family_Income_normalized,School_occ,School_smc,School_ucb,School_uci,School_ucla,School_ucsd,Service_air_force,Service_army,Service_fire_department,Service_foreign_legion,Service_marines,Service_navy,Service_peace_corps
pos,0,1,9.0,0,0,5,0,1,3,0,0.7590421140785111,1,0.6848664093037377,0.4866255799715873,1,0.4041877268678036,0.6848664093037377,1,6.0,6.0,10.0,0.8214208960484604,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,12.0,0,0,4,1,0,1,1,0.7773873203379812,0,0.9280547265225506,0.6330048771533257,0,0.8436861150205005,0.7299562239699602,1,7.0,8.0,8.0,0.016198655037376497,0,1,0,0,0,1,0,0,0,0,0,0,0
pos,1,1,5.0,0,0,5,0,1,9,0,0.8481092041558246,1,0.8138881410786004,0.4995440143666201,3,0.5688686702440464,0.8138881410786004,1,10.0,7.0,9.0,0.6623169269855798,1,0,0,0,0,1,1,0,0,0,0,0,0
pos,0,0,0.0,0,1,2,1,1,6,0,0.8804449304223604,1,0.8528600007749534,0.6243542115416858,0,0.6508275769498141,0.8528600007749534,0,10.0,10.0,8.0,0.003608796541703485,0,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,7.0,1,0,1,1,1,0,0,0.9869707710049624,1,0.5909393940452311,0.4598521169191372,3,0.4253734610781066,0.5909393940452311,1,3.0,4.0,7.0,0.8116957200739432,0,0,1,0,1,0,0,0,0,0,0,0,0
pos,0,1,4.0,0,1,2,1,1,1,0,0.6103420389353021,1,0.6626562557876969,0.05833283358515473,3,0.6024147779888154,0.5394691388081243,1,7.0,7.0,6.0,0.48099743071009243,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,12.0,1,0,3,1,0,2,0,0.8485637932890313,1,0.8016902853892425,0.6015255872971466,1,0.5748918116315508,0.8016902853892425,1,8.0,8.0,8.0,0.8866326956816477,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,15.0,0,0,2,1,0,4,0,0.6745041173630308,1,0.7039028584629705,0.2686062721659255,0,0.6399116895117913,0.6112667267185765,1,6.0,8.0,10.0,0.1365860399203091,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,16.0,1,0,2,1,0,2,0,0.9877087121549266,1,0.6872044124058005,0.6872044124058005,3,0.3908254156484873,0.6872044124058005,1,4.0,7.0,7.0,0.7664399444912218,0,0,1,0,1,0,0,0,0,0,0,0,0
pos,1,1,10.0,0,0,2,0,1,5,0,0.8864993180974297,1,0.8601971658931843,0.3337603734335062,0,0.6945500835821776,0.8601971658931843,1,10.0,9.0,8.0,0.6700848765615599,0,0,0,0,1,0,0,0,0,0,0,0,1
pos,1,1,13.0,0,0,5,0,1,5,0,0.6323250264118515,1,0.715274316463183,0.5366689195061554,3,0.6502493786028936,0.5638654225707165,1,9.0,8.0,9.0,0.3190719615208563,1,0,1,0,0,0,0,0,0,0,1,0,0
pos,0,1,9.0,1,0,2,0,0,1,0,0.5955348342053474,1,0.5529283761226543,0.5231593142150005,3,0.5026621601115039,0.5231593142150005,1,5.0,7.0,6.0,0.20575710190807356,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,1,1,1.0,0,0,3,0,0,6,0,0.7863808406855841,1,0.7617856440671859,0.7405274383048225,1,0.6925324036974416,0.7405274383048225,0,9.0,10.0,10.0,0.5558643131552223,0,0,0,1,0,0,0,1,0,0,0,0,0
pos,0,1,10.0,0,0,2,1,1,4,1,0.7574335666640764,0,0.9095518308528882,0.5125488562607643,0,0.8268653007753528,0.6570616856803813,1,10.0,10.0,9.0,0.5814106424201066,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,11.0,0,0,2,1,0,6,1,0.5855109362973308,0,1.0,0.5121754576384662,3,0.9934765532836594,0.5121754576384662,1,9.0,9.0,6.0,0.5343626097036223,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,13.0,0,0,3,0,1,4,0,0.8307639501549895,1,0.7931348871224867,0.5739153235444974,1,0.6625572132821731,0.7931348871224867,1,8.0,9.0,8.0,0.7017366957857862,0,1,0,0,0,1,0,0,0,0,0,0,0
pos,1,1,4.0,0,1,2,1,1,4,0,0.42125016029670814,1,0.5917187490087236,0.3393712897376889,0,0.5379261354624759,0.3393712897376889,1,10.0,10.0,7.0,0.30465742780372956,1,0,0,0,0,0,0,0,0,0,0,0,1
pos,0,1,10.0,0,0,2,1,1,3,1,0.8984566491177881,0,0.8940361364499587,0.3589222851824303,3,0.812760124045417,0.8747247378085427,1,9.0,10.0,10.0,0.47232177467876985,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,1,1,11.0,0,0,4,1,1,8,0,0.7665816515096843,1,0.7333354951294496,0.7172953657754122,3,0.6666686319358632,0.7172953657754122,1,7.0,5.0,10.0,0.0569376772903285,1,0,0,0,0,0,0,0,0,0,1,0,0
pos,1,1,14.0,0,0,5,0,0,6,1,0.9160500759498614,0,1.0,0.8961877821543575,0,0.9146092116184263,0.8961877821543575,1,7.0,8.0,7.0,0.7657545334943305,1,0,0,0,0,0,0,0,1,0,0,0,0
pos,0,1,9.0,0,1,4,0,0,2,0,0.7958895900374046,1,0.5772161235962449,0.3239893807212866,3,0.5247419305420408,0.5159491580105219,1,9.0,10.0,8.0,0.5115532932709186,0,0,0,0,1,1,0,0,0,0,0,0,0
pos,0,1,11.0,0,0,1,0,0,2,0,0.7786305938016183,1,0.7314157868769736,0.45383289012897876,1,0.5113100792790647,0.7314157868769736,1,10.0,10.0,8.0,0.2530051504706193,0,0,0,0,1,1,0,0,0,0,0,0,0
pos,0,1,8.0,0,0,3,1,0,3,0,0.8600099893866154,1,0.8281888318607517,0.8164320364758169,3,0.6834273793847331,0.8281888318607517,1,10.0,10.0,8.0,0.24761210744230416,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,9.0,1,0,5,1,0,6,0,0.6683142259098531,1,0.5504476503710612,0.39624936344534945,3,0.5004069548827829,0.44220621835199553,1,8.0,10.0,9.0,0.30562884393719797,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,12.0,0,1,2,1,0,9,0,0.6014048139059014,1,0.5783519357957811,0.5068908762093962,1,0.5257744870870737,0.5068908762093962,1,7.0,8.0,8.0,0.5009090207021407,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,11.0,0,0,1,1,1,2,0,0.729653827292168,1,0.4978764720475557,0.44446550834072696,0,0.45261497458868694,0.48218298298371454,1,6.0,6.0,7.0,0.9861673646986049,0,1,1,0,0,0,0,0,0,0,0,0,0
pos,0,1,13.0,0,0,4,0,0,5,0,0.7661166069552209,1,0.7167514755647854,0.7167514755647854,1,0.6367987658215497,0.7167514755647854,1,8.0,9.0,10.0,0.31164596644515136,0,0,0,1,0,1,0,0,0,0,0,0,0
pos,0,1,11.0,0,0,2,0,0,5,0,0.5082595941454253,1,0.7328221357238364,0.28546563103918743,0,0.6662019415671239,0.4291478901030234,1,8.0,8.0,9.0,0.4508173175672115,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,12.0,0,0,5,1,0,2,0,0.7891650781950819,1,0.7438062503209484,0.5377847152749382,3,0.5611882195207727,0.7438062503209484,1,7.0,7.0,10.0,0.4046325572476516,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,11.0,0,0,4,0,0,3,0,0.913170904830622,1,0.6736194802225334,0.20502979053253512,1,0.5092207720668739,0.6736194802225334,1,9.0,9.0,10.0,0.11905999561667396,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,10.0,0,0,1,0,0,8,1,0.6164731224294973,0,0.9029169715718036,0.5462515511455204,3,0.8208336105198214,0.5462515511455204,1,5.0,9.0,9.0,0.7729066645705471,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,1,1,6.0,0,0,1,0,0,8,0,0.6664207167266628,1,0.6021235474788263,0.6021235474788263,1,0.44855724213020953,0.6021235474788263,1,9.0,10.0,8.0,0.7653193300545587,1,0,0,0,0,0,0,0,0,0,0,0,1
pos,1,1,5.0,0,0,1,0,0,4,0,0.473781463644383,1,0.5322636462900118,0.2639483414022834,0,0.4838760420818289,0.3930724281849738,1,10.0,10.0,10.0,0.7477682524785756,0,0,0,0,1,0,0,1,1,0,0,0,0
pos,0,1,10.0,0,0,5,0,0,0,0,0.7626671183106561,1,0.7157736302124795,0.628165449827975,3,0.6507033001931631,0.712719724797133,1,6.0,9.0,10.0,0.22514411967806697,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,1.0,1,0,2,1,0,9,0,0.6294930292330697,1,0.5773142107596687,0.2277089765875644,1,0.5248311006906079,0.5607104582914962,0,10.0,9.0,10.0,0.3712401745970612,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,1,0,0.0,0,0,1,1,0,5,0,0.8842525640311578,1,0.679740535742251,0.2585523743491649,1,0.5382835967950086,0.679740535742251,0,9.0,8.0,6.0,0.3500836799711416,0,0,0,0,0,0,0,0,1,0,1,0,0
pos,1,1,8.0,1,0,5,1,1,1,0,0.7155831430214056,1,0.6581503653040691,0.6581503653040691,3,0.5122351271047535,0.6581503653040691,1,9.0,10.0,9.0,0.3506216449939024,0,1,0,0,0,0,0,0,1,0,0,0,0
pos,0,1,3.0,1,0,1,0,1,7,0,0.7589496281733862,1,0.7538450077900027,0.03328428196709865,3,0.685313643445457,0.7083798362361535,1,4.0,7.0,8.0,0.174192648804342,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,11.0,0,0,2,0,0,4,0,0.7998282378366639,1,0.6418583741122094,0.5824526578326186,3,0.31409316709559787,0.6418583741122094,1,9.0,10.0,9.0,0.9055414527834307,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,16.0,0,0,5,0,0,6,0,0.7838031168459482,1,0.7374944097465391,0.6061437560720151,1,0.5937882070263185,0.7374944097465391,1,10.0,9.0,7.0,0.9659563767692734,0,0,1,1,0,0,0,0,0,0,0,0,0
pos,0,1,12.0,0,0,3,1,1,1,0,0.8141704062404618,1,0.7733821435929655,0.5387615869030924,0,0.6814132160543522,0.7733821435929655,1,9.0,9.0,9.0,0.09672793852128708,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,14.0,0,0,1,0,1,4,1,0.5806820301022526,0,0.9657002608044878,0.4988933826322785,3,0.8779093280040797,0.4988933826322785,1,7.0,6.0,10.0,0.8613651119043597,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,1,1,12.0,0,0,5,0,1,2,0,0.7317662625152243,1,0.6768079922397039,0.4869502023930181,3,0.3162313728919799,0.6768079922397039,1,7.0,7.0,9.0,0.810210871524615,1,0,0,0,0,0,0,0,1,0,0,0,0
pos,0,1,6.0,0,0,4,1,0,5,0,0.5106287723247078,1,0.6066397702846008,0.4315447941660961,0,0.5514907002587279,0.4315447941660961,1,7.0,4.0,9.0,0.6432590967469636,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,1,1,1.0,0,0,3,0,1,6,0,0.7127532031725018,1,0.65489846451579,0.42475155311331037,3,0.5494968234920634,0.65489846451579,0,10.0,10.0,8.0,0.8848479485295893,0,0,0,0,1,0,1,0,0,0,0,0,0
pos,1,1,6.0,0,0,2,0,0,9,0,0.8705399970904182,1,0.7602707725276742,0.41087156872890773,0,0.691155247752431,0.7285612059258689,1,7.0,8.0,10.0,0.6764588483668357,1,0,0,0,0,0,0,0,0,0,0,0,1
pos,0,1,11.0,0,0,4,1,0,0,0,0.19883872139688416,1,0.6228317987403716,0.13277802432550573,0,0.5662107261276106,0.13277802432550573,1,10.0,10.0,9.0,0.5619370095277885,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,1,1,12.0,0,0,1,1,1,8,0,0.7477655527759227,1,0.6953553787186253,0.11844901476342784,3,0.5843604139849049,0.6953553787186253,1,5.0,7.0,9.0,0.22071911329145338,0,1,0,0,0,0,0,1,1,0,0,0,0
pos,0,1,12.0,0,1,5,0,1,4,0,0.8947791740583853,1,0.4908317321821979,0.44017064011859475,1,0.3541639677729975,0.4908317321821979,1,8.0,9.0,9.0,0.7536798597435814,0,0,0,1,0,1,0,0,0,0,0,0,0
pos,1,1,10.0,0,0,1,1,1,8,0,0.93446060626502,1,0.5928036728519146,0.20897970019661805,3,0.5389124298653769,0.20897970019661805,1,6.0,7.0,8.0,0.7973269972452135,0,1,0,0,0,0,0,0,0,0,1,0,0
pos,0,1,7.0,0,0,2,1,1,3,0,0.6808552687652782,1,0.743556365052606,0.41597904634818406,0,0.6759603318660055,0.6184698077234048,1,8.0,9.0,7.0,0.5570204748386198,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,10.0,0,0,2,0,0,0,0,0.4451672025777874,1,0.3636251811199471,0.3636251811199471,0,0.30210100114509264,0.3636251811199471,1,10.0,7.0,7.0,0.8919760476643517,1,0,0,0,0,1,0,0,0,0,0,0,0
pos,1,1,11.0,0,0,4,1,1,1,0,0.6964840977310304,1,0.7385495158760024,0.6362664243579347,1,0.6714086507963657,0.6362664243579347,1,9.0,7.0,4.0,0.08019283630355195,0,0,0,0,1,0,0,0,0,1,0,0,0
pos,0,1,15.0,0,1,4,0,1,6,0,0.616078597251719,1,0.5845969013940158,0.09570233231534075,0,0.5314517285400143,0.5458146043839774,1,8.0,6.0,10.0,0.7348226711828358,1,0,0,0,0,1,0,0,0,0,0,0,0
pos,0,1,8.0,0,0,2,1,0,3,0,0.6325853682301386,1,0.5803668867201123,0.010332133175324998,3,0.5276062606546474,0.5402323422804551,1,8.0,6.0,10.0,0.26841488192994506,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,1,1,1.0,0,0,4,1,0,0,0,0.8441506942963315,1,0.5283246140120446,0.4120383621939254,0,0.4802951036473132,0.4839604035126892,0,10.0,10.0,10.0,0.852701096344679,0,1,0,0,0,0,0,0,0,0,0,0,1
pos,0,1,4.0,0,0,5,1,1,3,1,0.7877669241242984,0,0.9566764824686653,0.6179498850493558,0,0.869705893153332,0.6179498850493558,1,9.0,8.0,8.0,0.7717075708250727,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,4.0,0,1,5,1,1,8,0,0.529709534674265,1,0.5137281331598207,0.07852051298596052,0,0.46702557559983693,0.451905094974406,1,10.0,9.0,7.0,0.9876921413173283,0,0,0,0,1,1,0,0,0,0,0,0,0
pos,0,1,3.0,0,0,4,0,1,9,1,0.8216213466688241,0,0.8440432132064054,0.0618271346684196,3,0.767312012005823,0.7822393206667438,1,10.0,10.0,9.0,0.18446893226960287,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,13.0,0,0,3,1,0,8,0,0.8568417381664863,1,0.824376810933892,0.23859867008559377,0,0.5794415955811928,0.824376810933892,1,9.0,8.0,7.0,0.37602077861737976,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,12.0,0,0,4,0,1,7,0,0.7322364002924112,1,0.677351571813758,0.5302202884131475,1,0.33917688938063284,0.677351571813758,1,6.0,8.0,7.0,0.9636426765724995,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,9.0,0,0,3,1,1,4,0,0.7025790191498669,1,0.7531849488578882,0.2157704281844417,3,0.6847135898708074,0.6432339679428378,1,8.0,7.0,7.0,0.03630512905465472,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,5.0,1,1,4,0,0,8,1,0.9070084671865651,0,0.8851445031411808,0.006013468891978846,0,0.7078064070276924,0.8851445031411808,1,6.0,7.0,9.0,0.9736850241076669,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,1,1,12.0,0,0,3,0,1,1,1,0.7350791961897637,0,1.0,0.1908916006432264,3,0.9268535377026638,0.680640307921905,1,7.0,8.0,10.0,0.6159316501545116,0,1,0,0,0,0,0,0,0,0,0,1,0
pos,0,1,11.0,0,0,2,1,0,4,0,0.25092349088065113,1,0.5067206309361698,0.17759333018278375,3,0.4606551190328816,0.17759333018278375,1,10.0,8.0,9.0,0.8416701848844845,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,7.0,1,1,5,1,1,5,1,0.8202278621092773,1,0.6823150548650848,0.3726340451521537,0,0.6202864135137134,0.5096638475125354,1,4.0,3.0,7.0,0.8205388486972747,0,0,0,0,1,1,0,0,0,0,0,0,0
pos,1,1,2.0,0,0,2,0,1,9,0,0.8353246753390369,1,0.7985813035120892,0.6798788447003972,3,0.5398775553712767,0.7985813035120892,0,10.0,8.0,7.0,0.3909298446297434,1,0,0,0,0,0,1,0,0,0,0,0,0
pos,0,1,8.0,0,0,5,1,1,3,0,0.7917378204140313,1,0.7468385704612918,0.5260116530644154,1,0.48013997505377115,0.7468385704612918,1,8.0,7.0,8.0,0.7579271298965236,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,9.0,1,0,2,1,1,2,1,0.4735658876170953,0,1.0,0.3928488752947715,0,0.9336250899308652,0.3928488752947715,1,10.0,6.0,8.0,0.7374507892803022,0,0,0,0,1,1,0,0,0,0,0,0,0
pos,1,1,12.0,0,0,3,0,0,0,0,0.6840543414877676,1,0.6221043734352728,0.170777956674101,1,0.544601119847357,0.6221043734352728,1,10.0,9.0,8.0,0.4456507004872851,0,1,1,0,0,0,0,0,1,0,0,0,0
pos,0,1,14.0,0,0,1,0,1,0,0,0.5025774204750633,1,0.6288697757316914,0.41811910093242594,0,0.5716997961197194,0.41811910093242594,1,6.0,5.0,7.0,0.08476954432059508,0,0,0,0,1,1,0,0,0,0,0,0,0
pos,0,1,13.0,0,0,5,0,1,5,0,0.5835026406145338,1,0.764534255691342,0.509980455147287,3,0.6950311415375836,0.509980455147287,1,9.0,8.0,9.0,0.42376048064884236,0,0,0,0,1,1,0,0,0,0,0,0,0
pos,1,0,0.0,0,0,3,1,0,2,0,0.7092847787207356,1,0.6509172784836146,0.6509172784836146,1,0.505463598658389,0.6509172784836146,0,10.0,10.0,7.0,0.231372773337362,0,0,0,0,0,0,0,0,0,0,0,1,0
pos,0,1,1.0,0,0,3,1,0,3,1,0.9032991474140643,0,0.880621938049821,0.047450600288357236,0,0.789112725286941,0.880621938049821,0,10.0,10.0,8.0,0.10208142897929201,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,1,1,4.0,0,0,2,1,1,7,0,0.8843105379870904,1,0.8575431861143357,0.8575431861143357,3,0.6462452758292784,0.8575431861143357,1,10.0,9.0,4.0,0.015086426746949988,0,0,0,1,0,0,0,0,0,0,0,0,1
pos,1,1,3.0,0,0,5,1,1,5,0,0.8318179802909071,1,0.7469791357002421,0.14489131284975088,1,0.6614236133182203,0.7469791357002421,1,6.0,7.0,8.0,0.12650063515670257,1,0,0,0,0,0,0,0,0,0,1,0,0
pos,0,1,12.0,0,1,4,1,0,3,0,0.7636766857713155,1,0.694522522063956,0.36008296245017846,0,0.5487764370653168,0.694522522063956,1,10.0,10.0,8.0,0.07111289292380735,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,9.0,0,0,1,0,1,5,0,0.7640077741241427,1,0.7142861383793614,0.7118004827198092,0,0.508990854831606,0.7142861383793614,1,10.0,9.0,8.0,0.1581443185674158,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,10.0,0,0,5,1,1,3,1,0.8251001957987683,0,1.0,0.4201171597233042,3,0.9660562721076531,0.7608216528984675,1,9.0,6.0,9.0,0.6549023220487931,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,13.0,0,0,2,0,0,8,0,0.9416051931348193,1,0.8258858659993669,0.8088147928328908,0,0.6737249595278627,0.8258858659993669,1,4.0,6.0,8.0,0.21301700122174877,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,18.0,0,0,4,0,1,0,0,0.6769820248446194,1,0.6060324087745548,0.15565154741034348,1,0.5387046393401761,0.6060324087745548,1,9.0,7.0,6.0,0.615466907453369,0,1,0,0,0,1,0,0,0,0,0,0,0
pos,0,1,5.0,1,1,2,1,0,0,0,0.8538348989084805,1,0.8207622573686861,0.6985898430466477,0,0.5966157542108703,0.8207622573686861,1,10.0,6.0,8.0,0.5816981495530245,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,5.0,0,1,4,1,0,5,0,0.81464727756082,1,0.7739484113528927,0.7739484113528927,0,0.6971685490654635,0.7739484113528927,1,7.0,6.0,8.0,0.23324401044538318,0,0,0,0,1,1,0,0,0,0,0,0,0
pos,1,1,6.0,0,0,4,1,1,4,0,0.7020292465003476,1,0.6426048610444514,0.6426048610444514,3,0.5561478838766561,0.6426048610444514,1,10.0,9.0,10.0,0.08038696933061146,0,0,0,0,1,0,0,0,0,0,0,0,1
pos,0,1,12.0,1,0,3,1,1,0,0,0.8594954871470988,1,0.827569546700575,0.047560861376950925,1,0.5776006408275862,0.827569546700575,1,9.0,10.0,10.0,0.22657890168269895,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,5.0,0,1,1,1,1,0,1,0.7790932682946037,0,0.8589201524101555,0.47048384220306616,0,0.7808365021910504,0.731959100617774,1,10.0,8.0,7.0,0.437698881525908,0,0,0,0,0,1,0,0,0,0,0,0,0
pos,0,1,10.0,1,0,1,1,0,0,0,0.6445068921611892,1,0.5504779584927019,0.49099055555235804,3,0.500434507720638,0.49099055555235804,1,7.0,6.0,10.0,0.2059646277358393,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,9.0,0,0,3,0,1,3,0,0.7452618461338716,1,0.5807208488805737,0.2648266130812754,1,0.5279280444368851,0.2648266130812754,1,10.0,9.0,9.0,0.41698147049697426,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,1,1,3.0,1,0,5,0,1,4,0,0.9046555648592403,1,0.8743434627899174,0.16899447998730466,0,0.6701595440808887,0.8743434627899174,1,7.0,7.0,6.0,0.5974500858453491,0,0,0,1,0,0,0,0,1,0,0,0,0
pos,0,1,8.0,0,0,1,0,1,5,0,0.6193933833942189,1,0.5516747463120737,0.5494879869129827,3,0.5015224966473397,0.5494879869129827,1,8.0,7.0,9.0,0.5492233615003539,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,8.0,1,0,3,1,1,3,0,0.7751307274456849,1,0.7076070326274111,0.6327575674804393,1,0.41950616301510313,0.7076070326274111,1,6.0,5.0,6.0,0.8579145256438963,0,1,0,0,0,1,0,0,0,0,0,0,0
pos,0,1,7.0,1,0,5,0,1,2,0,0.9386233456534683,1,0.6432941287946232,0.011623070628957066,0,0.5848128443587484,0.38841261124985543,1,7.0,6.0,7.0,0.6657223281894546,0,0,0,1,0,1,0,0,0,0,0,0,0
pos,0,1,14.0,0,0,3,0,1,8,0,0.6803507863317697,1,0.6178970386916793,0.2828789553614115,1,0.5390757570028655,0.6178970386916793,1,10.0,10.0,9.0,0.10995426796641089,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,1,1,3.0,0,1,4,1,1,0,1,0.7973010193991286,1,0.6727756978091293,0.24949517443928926,0,0.6116142707355721,0.6512324003601494,1,7.0,7.0,9.0,0.8440653683827517,0,1,0,0,0,0,0,0,0,0,0,1,0
pos,0,1,12.0,1,0,5,0,1,0,0,0.7986245701429227,1,0.7549676352407066,0.5605944025155623,1,0.6247766034655797,0.7549676352407066,1,8.0,8.0,6.0,0.5362412316269862,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,12.0,0,0,5,1,0,2,0,0.8748141300438874,1,0.7670923427055798,0.3867479295377052,3,0.6150655116398411,0.7670923427055798,1,10.0,7.0,9.0,0.6387111769931209,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,1,1,3.0,1,1,4,1,0,8,0,0.87806796836594,1,0.6362021398806246,0.4882118908853954,1,0.5783655817096587,0.5400018521761059,1,8.0,7.0,7.0,0.44356204940892047,1,0,0,0,0,0,0,0,1,0,0,0,1
pos,0,1,3.0,0,1,3,1,0,9,0,0.49726120384657696,1,0.6172582518074705,0.10123627430311899,3,0.5611438652795186,0.417571376613083,1,9.0,9.0,10.0,0.056505227510514844,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,1,1,6.0,0,0,5,1,0,4,0,0.6473241526319823,1,0.6040427694121899,0.06468605314421438,0,0.5491297903747181,0.580633734329038,1,9.0,10.0,7.0,0.10410061272689058,1,0,0,0,0,1,0,0,0,0,0,0,1
pos,1,1,9.0,0,0,1,0,0,5,1,0.6691235418529828,0,1.0,0.5784231323131541,3,0.9376541833151351,0.5784231323131541,1,8.0,7.0,9.0,0.38792622744705546,0,0,0,0,1,0,0,0,1,0,0,0,0
pos,0,1,7.0,0,0,2,0,1,2,0,0.823504208598024,1,0.698854684896578,0.07457826336030848,1,0.6353224408150708,0.34656085030484957,1,8.0,9.0,9.0,0.7163229577512211,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,10.0,0,0,3,1,1,3,0,0.8508300326777763,1,0.8171532532998026,0.35116661417578143,0,0.56099859084934,0.8171532532998026,1,10.0,9.0,10.0,0.35181548175218386,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,7.0,0,0,1,1,1,3,0,0.6530696522725321,1,0.6265153130537148,0.02520517454468063,1,0.569559375503377,0.5870828293210629,1,6.0,8.0,8.0,0.9809047450192234,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,1,0,0.0,0,1,5,1,0,7,0,0.408672135511101,1,0.5804124885433704,0.3267523983957934,0,0.5276477168576094,0.3267523983957934,0,6.0,8.0,6.0,0.38178907039819304,0,0,0,0,0,0,0,0,0,0,0,1,0
pos,1,1,7.0,0,1,3,1,1,9,0,0.5832401213438061,1,0.5022645053440886,0.5022645053440886,2,0.3789459021448238,0.5022645053440886,1,4.0,7.0,5.0,0.9359025564853884,0,0,0,0,1,0,0,0,0,0,0,1,0
pos,1,1,13.0,0,0,2,1,0,6,0,0.6509183290328727,1,0.7399136555663791,0.5846663863893967,3,0.6726487777876173,0.5846663863893967,1,9.0,7.0,7.0,0.08835956590803756,1,0,0,0,0,1,0,0,0,0,0,0,1
pos,0,1,15.0,1,0,2,0,1,2,0,0.7903019263162777,1,0.7451458733196018,0.2537552564062935,1,0.5994872693021535,0.7451458733196018,1,7.0,5.0,7.0,0.12644293346394025,0,0,0,0,1,1,0,0,0,0,0,0,0
pos,0,1,10.0,0,0,3,0,1,0,0,0.6791375268384284,1,0.6165199875452453,0.5505334935096471,0,0.3476403634562302,0.6165199875452453,1,8.0,7.0,9.0,0.7501765784448253,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,8.0,0,0,4,1,0,5,1,0.8640373651350097,0,0.913671651388577,0.1504694797540651,3,0.8306105921714335,0.8330396153222556,1,9.0,10.0,9.0,0.9441815603163553,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,7.0,1,0,1,1,1,2,1,0.6063810817131525,0,1.0,0.09444908769182803,0,0.9110085610924216,0.4157661601475083,1,9.0,8.0,8.0,0.4274287312123725,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,4.0,0,0,3,0,1,6,1,0.7643643809042924,1,0.7147029111995162,0.7147029111995162,1,0.59357762814534,0.7147029111995162,1,10.0,9.0,8.0,0.8481308969784465,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,9.0,0,0,2,1,0,4,0,0.6695884511595908,1,0.6057033046085794,0.3731616972891061,0,0.5447273180163392,0.6057033046085794,1,8.0,7.0,8.0,0.5763399027732734,0,0,0,0,1,0,0,0,0,0,0,0,0
